"dim_browser","dim_deviceCategory","dim_date","sessions","transactions","QTY"
"(not set)","desktop",2013-04-18,0,0,0
"(not set)","desktop",2013-04-22,0,0,0
"(not set)","mobile",2012-07-02,2,0,0
"(not set)","mobile",2012-07-10,1,0,0
"(not set)","mobile",2012-07-19,1,0,0
"(not set)","mobile",2012-07-24,4,0,0
"(not set)","mobile",2012-08-01,0,0,0
"(not set)","mobile",2012-08-05,1,0,0
"(not set)","mobile",2012-08-20,1,0,0
"(not set)","mobile",2012-09-16,1,0,0
"(not set)","mobile",2012-09-24,1,0,0
"(not set)","mobile",2012-10-04,0,0,0
"(not set)","mobile",2012-10-11,1,0,0
"(not set)","mobile",2012-10-17,3,0,0
"(not set)","mobile",2012-10-19,0,0,0
"(not set)","mobile",2012-10-20,0,0,0
"(not set)","mobile",2012-11-07,4,0,0
"(not set)","mobile",2012-11-15,1,0,0
"(not set)","mobile",2012-11-16,2,0,0
"(not set)","mobile",2012-11-18,1,0,0
"(not set)","mobile",2012-11-21,0,0,0
"(not set)","mobile",2012-12-18,5,0,0
"(not set)","mobile",2012-12-19,4,0,0
"(not set)","mobile",2012-12-25,2,0,0
"(not set)","mobile",2012-12-26,1,0,0
"(not set)","mobile",2012-12-29,2,0,0
"(not set)","mobile",2012-12-30,1,0,0
"(not set)","mobile",2013-01-11,3,0,0
"(not set)","mobile",2013-01-13,0,0,0
"(not set)","mobile",2013-01-24,1,0,0
"(not set)","mobile",2013-01-28,0,0,0
"(not set)","mobile",2013-02-10,3,0,0
"(not set)","mobile",2013-02-11,2,0,0
"(not set)","mobile",2013-02-14,2,0,0
"(not set)","mobile",2013-02-18,1,0,0
"(not set)","mobile",2013-02-22,2,0,0
"(not set)","mobile",2013-02-27,3,0,0
"(not set)","mobile",2013-03-10,1,0,0
"(not set)","mobile",2013-03-12,0,0,0
"(not set)","mobile",2013-03-15,1,0,0
"(not set)","mobile",2013-03-19,0,0,0
"(not set)","mobile",2013-03-22,1,0,0
"(not set)","mobile",2013-04-05,1,0,0
"(not set)","mobile",2013-04-10,0,0,0
"(not set)","mobile",2013-04-11,0,0,0
"(not set)","mobile",2013-04-16,2,0,0
"(not set)","mobile",2013-04-28,1,0,0
"(not set)","mobile",2013-05-06,0,0,0
"(not set)","mobile",2013-05-07,1,0,0
"(not set)","mobile",2013-05-16,1,0,0
"(not set)","mobile",2013-05-18,2,0,0
"(not set)","mobile",2013-05-24,0,0,0
"(not set)","mobile",2013-05-25,0,0,0
"(not set)","mobile",2013-05-26,2,0,0
"(not set)","mobile",2013-05-30,1,0,0
"(not set)","mobile",2013-06-01,0,0,0
"(not set)","mobile",2013-06-04,0,0,0
"(not set)","mobile",2013-06-05,1,0,0
"(not set)","mobile",2013-06-07,1,0,0
"(not set)","mobile",2013-06-18,1,0,0
"(not set)","mobile",2013-06-22,2,0,0
"(not set)","mobile",2013-06-23,2,0,0
"(not set)","mobile",2013-06-24,0,0,0
"(not set)","mobile",2013-06-25,1,0,0
"(not set)","mobile",2013-07-01,0,0,0
"(not set)","tablet",2012-07-08,2,0,0
"(not set)","tablet",2012-07-18,0,0,0
"(not set)","tablet",2012-07-30,1,0,0
"(not set)","tablet",2012-08-07,0,0,0
"(not set)","tablet",2012-08-09,1,0,0
"(not set)","tablet",2012-08-17,2,0,0
"(not set)","tablet",2012-08-27,4,0,0
"(not set)","tablet",2012-08-28,0,0,0
"(not set)","tablet",2012-09-12,3,0,0
"(not set)","tablet",2012-10-02,2,0,0
"(not set)","tablet",2012-10-16,2,0,0
"(not set)","tablet",2012-10-21,2,0,0
"(not set)","tablet",2012-11-26,0,0,0
"(not set)","tablet",2012-12-18,1,0,0
"(not set)","tablet",2012-12-24,1,0,0
"(not set)","tablet",2013-01-20,0,0,0
"(not set)","tablet",2013-02-09,0,0,0
"(not set)","tablet",2013-02-27,1,0,0
"(not set)","tablet",2013-03-05,1,0,0
"(not set)","tablet",2013-03-11,0,0,0
"(not set)","tablet",2013-03-14,2,0,0
"(not set)","tablet",2013-03-27,3,0,0
"(not set)","tablet",2013-04-05,1,0,0
"(not set)","tablet",2013-04-10,1,0,0
"(not set)","tablet",2013-04-17,1,0,0
"(not set)","tablet",2013-04-18,1,0,0
"(not set)","tablet",2013-04-29,4,0,0
"(not set)","tablet",2013-05-14,0,0,0
"(not set)","tablet",2013-05-29,1,0,0
"(not set)","tablet",2013-06-07,2,0,0
"(not set)","tablet",2013-06-13,0,0,0
"(not set)","tablet",2013-06-16,0,0,0
"(not set)","tablet",2013-06-21,0,0,0
"Amazon Silk","desktop",2012-07-02,1,0,0
"Amazon Silk","desktop",2012-07-27,0,0,0
"Amazon Silk","desktop",2012-09-15,0,0,0
"Amazon Silk","desktop",2012-10-04,2,0,0
"Amazon Silk","desktop",2012-11-03,1,0,0
"Amazon Silk","desktop",2012-12-19,0,0,0
"Amazon Silk","desktop",2012-12-23,1,0,0
"Amazon Silk","desktop",2012-12-30,1,0,0
"Amazon Silk","desktop",2013-02-01,2,0,0
"Amazon Silk","desktop",2013-04-18,0,0,0
"Amazon Silk","desktop",2013-05-11,2,0,0
"Amazon Silk","desktop",2013-05-14,1,0,0
"Amazon Silk","desktop",2013-05-15,1,0,0
"Amazon Silk","desktop",2013-05-16,1,0,0
"Amazon Silk","desktop",2013-05-23,1,0,0
"Amazon Silk","mobile",2012-07-03,1,0,0
"Amazon Silk","mobile",2012-07-05,9,0,0
"Amazon Silk","mobile",2012-07-06,0,0,0
"Amazon Silk","mobile",2012-07-08,13,0,0
"Amazon Silk","mobile",2012-07-10,2,0,0
"Amazon Silk","mobile",2012-07-15,6,0,0
"Amazon Silk","mobile",2012-07-16,6,1,1
"Amazon Silk","mobile",2012-07-21,2,0,0
"Amazon Silk","mobile",2012-07-23,5,0,2
"Amazon Silk","mobile",2012-07-25,14,0,0
"Amazon Silk","mobile",2012-08-05,0,0,0
"Amazon Silk","mobile",2012-08-13,1,0,0
"Amazon Silk","mobile",2012-08-15,17,0,0
"Amazon Silk","mobile",2012-08-17,6,0,0
"Amazon Silk","mobile",2012-08-18,15,0,0
"Amazon Silk","mobile",2012-08-25,2,1,1
"Amazon Silk","mobile",2012-08-26,8,0,0
"Amazon Silk","mobile",2012-08-29,1,0,0
"Amazon Silk","mobile",2012-08-31,2,0,0
"Amazon Silk","mobile",2012-09-03,2,0,0
"Amazon Silk","mobile",2012-09-11,0,0,0
"Amazon Silk","mobile",2012-09-13,4,0,0
"Amazon Silk","mobile",2012-09-16,3,0,0
"Amazon Silk","mobile",2012-09-17,0,0,0
"Amazon Silk","mobile",2012-09-19,4,0,0
"Amazon Silk","mobile",2012-09-20,2,0,0
"Amazon Silk","mobile",2012-09-23,6,0,0
"Amazon Silk","mobile",2012-09-24,2,0,0
"Amazon Silk","mobile",2012-10-05,0,0,0
"Amazon Silk","mobile",2012-10-06,3,0,0
"Amazon Silk","mobile",2012-10-08,15,0,0
"Amazon Silk","mobile",2012-10-14,2,0,0
"Amazon Silk","mobile",2012-10-15,9,0,0
"Amazon Silk","mobile",2012-10-21,10,0,0
"Amazon Silk","mobile",2012-10-24,0,0,0
"Amazon Silk","mobile",2012-10-31,15,0,0
"Amazon Silk","mobile",2012-11-01,0,0,0
"Amazon Silk","mobile",2012-11-03,1,0,0
"Amazon Silk","mobile",2012-11-05,13,0,0
"Amazon Silk","mobile",2012-11-07,2,0,0
"Amazon Silk","mobile",2012-11-11,9,1,4
"Amazon Silk","mobile",2012-11-14,1,0,0
"Amazon Silk","mobile",2012-11-25,3,0,0
"Amazon Silk","mobile",2012-11-27,9,0,0
"Amazon Silk","mobile",2012-12-01,15,0,0
"Amazon Silk","mobile",2012-12-03,2,0,0
"Amazon Silk","mobile",2012-12-04,3,0,0
"Amazon Silk","mobile",2012-12-05,2,0,0
"Amazon Silk","mobile",2012-12-06,5,0,0
"Amazon Silk","mobile",2012-12-07,0,0,0
"Amazon Silk","mobile",2012-12-08,20,0,0
"Amazon Silk","mobile",2012-12-10,1,0,0
"Amazon Silk","mobile",2012-12-12,1,0,0
"Amazon Silk","mobile",2012-12-17,5,0,0
"Amazon Silk","mobile",2012-12-18,2,0,0
"Amazon Silk","mobile",2012-12-20,0,0,0
"Amazon Silk","mobile",2012-12-21,13,0,0
"Amazon Silk","mobile",2012-12-24,0,0,0
"Amazon Silk","mobile",2012-12-25,18,1,3
"Amazon Silk","mobile",2012-12-26,6,0,0
"Amazon Silk","mobile",2012-12-27,0,0,0
"Amazon Silk","mobile",2012-12-29,7,0,0
"Amazon Silk","mobile",2013-01-01,1,0,0
"Amazon Silk","mobile",2013-01-06,14,0,0
"Amazon Silk","mobile",2013-01-07,1,0,0
"Amazon Silk","mobile",2013-01-14,2,0,0
"Amazon Silk","mobile",2013-01-17,2,0,0
"Amazon Silk","mobile",2013-01-25,8,1,0
"Amazon Silk","mobile",2013-02-02,12,0,0
"Amazon Silk","mobile",2013-02-04,3,0,0
"Amazon Silk","mobile",2013-02-12,5,0,1
"Amazon Silk","mobile",2013-02-16,8,0,0
"Amazon Silk","mobile",2013-02-18,9,0,0
"Amazon Silk","mobile",2013-02-20,0,0,0
"Amazon Silk","mobile",2013-02-25,0,0,0
"Amazon Silk","mobile",2013-02-26,1,0,0
"Amazon Silk","mobile",2013-03-02,5,0,0
"Amazon Silk","mobile",2013-03-07,10,0,0
"Amazon Silk","mobile",2013-03-08,8,0,0
"Amazon Silk","mobile",2013-03-10,1,0,0
"Amazon Silk","mobile",2013-03-15,16,1,2
"Amazon Silk","mobile",2013-03-17,0,0,0
"Amazon Silk","mobile",2013-03-24,7,0,0
"Amazon Silk","mobile",2013-03-30,1,0,0
"Amazon Silk","mobile",2013-04-01,8,0,0
"Amazon Silk","mobile",2013-04-03,18,0,0
"Amazon Silk","mobile",2013-04-04,12,0,0
"Amazon Silk","mobile",2013-04-08,18,0,0
"Amazon Silk","mobile",2013-04-09,3,0,0
"Amazon Silk","mobile",2013-04-10,7,0,0
"Amazon Silk","mobile",2013-04-11,9,0,0
"Amazon Silk","mobile",2013-04-12,4,0,0
"Amazon Silk","mobile",2013-04-13,9,0,0
"Amazon Silk","mobile",2013-04-14,1,0,0
"Amazon Silk","mobile",2013-04-15,9,0,0
"Amazon Silk","mobile",2013-04-16,9,0,0
"Amazon Silk","mobile",2013-04-19,3,0,0
"Amazon Silk","mobile",2013-04-23,4,0,0
"Amazon Silk","mobile",2013-04-25,8,0,0
"Amazon Silk","mobile",2013-04-27,11,0,0
"Amazon Silk","mobile",2013-04-30,0,0,0
"Amazon Silk","mobile",2013-05-04,0,0,0
"Amazon Silk","mobile",2013-05-09,2,0,0
"Amazon Silk","mobile",2013-05-10,1,0,0
"Amazon Silk","mobile",2013-05-15,6,0,0
"Amazon Silk","mobile",2013-05-16,5,0,0
"Amazon Silk","mobile",2013-05-17,19,0,0
"Amazon Silk","mobile",2013-05-21,3,0,0
"Amazon Silk","mobile",2013-05-22,21,0,0
"Amazon Silk","mobile",2013-05-23,4,0,0
"Amazon Silk","mobile",2013-05-24,1,0,0
"Amazon Silk","mobile",2013-05-25,11,0,0
"Amazon Silk","mobile",2013-05-26,21,0,0
"Amazon Silk","mobile",2013-05-28,6,0,0
"Amazon Silk","mobile",2013-05-29,5,0,0
"Amazon Silk","mobile",2013-05-30,12,0,0
"Amazon Silk","mobile",2013-06-01,1,0,0
"Amazon Silk","mobile",2013-06-02,19,3,3
"Amazon Silk","mobile",2013-06-04,2,0,0
"Amazon Silk","mobile",2013-06-06,5,0,0
"Amazon Silk","mobile",2013-06-07,8,0,0
"Amazon Silk","mobile",2013-06-10,5,0,0
"Amazon Silk","mobile",2013-06-11,11,0,0
"Amazon Silk","mobile",2013-06-13,21,0,1
"Amazon Silk","mobile",2013-06-18,17,0,0
"Amazon Silk","mobile",2013-06-20,13,0,0
"Amazon Silk","mobile",2013-06-21,15,2,5
"Amazon Silk","mobile",2013-06-22,3,0,0
"Amazon Silk","mobile",2013-06-23,11,0,0
"Amazon Silk","mobile",2013-06-25,10,0,0
"Amazon Silk","tablet",2012-07-02,432,21,31
"Amazon Silk","tablet",2012-07-05,109,2,1
"Amazon Silk","tablet",2012-07-07,288,6,12
"Amazon Silk","tablet",2012-07-08,56,0,0
"Amazon Silk","tablet",2012-07-09,149,10,14
"Amazon Silk","tablet",2012-07-10,77,1,0
"Amazon Silk","tablet",2012-07-11,38,3,3
"Amazon Silk","tablet",2012-07-13,310,10,13
"Amazon Silk","tablet",2012-07-14,602,10,11
"Amazon Silk","tablet",2012-07-15,125,6,8
"Amazon Silk","tablet",2012-07-16,185,0,0
"Amazon Silk","tablet",2012-07-18,54,2,2
"Amazon Silk","tablet",2012-07-19,44,1,1
"Amazon Silk","tablet",2012-07-20,72,0,0
"Amazon Silk","tablet",2012-07-23,285,4,7
"Amazon Silk","tablet",2012-07-26,76,0,0
"Amazon Silk","tablet",2012-07-27,70,2,6
"Amazon Silk","tablet",2012-07-28,164,1,4
"Amazon Silk","tablet",2012-07-29,82,0,0
"Amazon Silk","tablet",2012-07-31,80,0,0
"Amazon Silk","tablet",2012-08-02,129,2,1
"Amazon Silk","tablet",2012-08-03,161,4,6
"Amazon Silk","tablet",2012-08-04,112,5,6
"Amazon Silk","tablet",2012-08-06,36,2,0
"Amazon Silk","tablet",2012-08-08,184,8,15
"Amazon Silk","tablet",2012-08-10,95,2,1
"Amazon Silk","tablet",2012-08-11,95,2,0
"Amazon Silk","tablet",2012-08-12,227,1,1
"Amazon Silk","tablet",2012-08-13,41,0,0
"Amazon Silk","tablet",2012-08-16,64,0,0
"Amazon Silk","tablet",2012-08-17,95,0,0
"Amazon Silk","tablet",2012-08-18,110,0,0
"Amazon Silk","tablet",2012-08-20,99,0,0
"Amazon Silk","tablet",2012-08-21,94,1,4
"Amazon Silk","tablet",2012-08-22,89,0,2
"Amazon Silk","tablet",2012-08-23,108,1,2
"Amazon Silk","tablet",2012-08-27,40,0,0
"Amazon Silk","tablet",2012-08-28,59,0,0
"Amazon Silk","tablet",2012-08-30,131,4,4
"Amazon Silk","tablet",2012-08-31,62,5,2
"Amazon Silk","tablet",2012-09-01,55,0,0
"Amazon Silk","tablet",2012-09-03,127,8,10
"Amazon Silk","tablet",2012-09-04,208,7,10
"Amazon Silk","tablet",2012-09-06,100,3,5
"Amazon Silk","tablet",2012-09-09,37,0,0
"Amazon Silk","tablet",2012-09-11,122,3,2
"Amazon Silk","tablet",2012-09-12,137,0,0
"Amazon Silk","tablet",2012-09-14,147,4,3
"Amazon Silk","tablet",2012-09-16,183,0,0
"Amazon Silk","tablet",2012-09-17,56,2,1
"Amazon Silk","tablet",2012-09-18,44,0,0
"Amazon Silk","tablet",2012-09-19,64,0,0
"Amazon Silk","tablet",2012-09-20,221,1,0
"Amazon Silk","tablet",2012-09-23,51,0,0
"Amazon Silk","tablet",2012-09-28,81,0,0
"Amazon Silk","tablet",2012-09-29,53,0,4
"Amazon Silk","tablet",2012-09-30,125,0,0
"Amazon Silk","tablet",2012-10-03,135,0,2
"Amazon Silk","tablet",2012-10-05,103,0,0
"Amazon Silk","tablet",2012-10-07,135,1,6
"Amazon Silk","tablet",2012-10-10,80,1,3
"Amazon Silk","tablet",2012-10-11,114,3,2
"Amazon Silk","tablet",2012-10-13,106,0,0
"Amazon Silk","tablet",2012-10-15,55,3,4
"Amazon Silk","tablet",2012-10-16,112,1,2
"Amazon Silk","tablet",2012-10-17,249,5,11
"Amazon Silk","tablet",2012-10-19,128,0,0
"Amazon Silk","tablet",2012-10-22,99,4,6
"Amazon Silk","tablet",2012-10-24,112,3,5
"Amazon Silk","tablet",2012-10-25,316,3,5
"Amazon Silk","tablet",2012-10-26,41,0,0
"Amazon Silk","tablet",2012-10-27,89,0,4
"Amazon Silk","tablet",2012-10-28,210,6,5
"Amazon Silk","tablet",2012-10-29,85,0,0
"Amazon Silk","tablet",2012-10-30,74,0,0
"Amazon Silk","tablet",2012-11-01,142,0,2
"Amazon Silk","tablet",2012-11-02,107,0,0
"Amazon Silk","tablet",2012-11-08,122,0,0
"Amazon Silk","tablet",2012-11-09,252,3,13
"Amazon Silk","tablet",2012-11-11,76,0,0
"Amazon Silk","tablet",2012-11-15,155,4,4
"Amazon Silk","tablet",2012-11-16,59,0,0
"Amazon Silk","tablet",2012-11-19,366,2,3
"Amazon Silk","tablet",2012-11-20,283,6,8
"Amazon Silk","tablet",2012-11-21,238,5,7
"Amazon Silk","tablet",2012-11-22,71,1,3
"Amazon Silk","tablet",2012-11-24,33,0,0
"Amazon Silk","tablet",2012-12-01,55,0,0
"Amazon Silk","tablet",2012-12-04,127,0,11
"Amazon Silk","tablet",2012-12-05,395,1,1
"Amazon Silk","tablet",2012-12-10,207,4,8
"Amazon Silk","tablet",2012-12-14,58,2,4
"Amazon Silk","tablet",2012-12-17,86,0,7
"Amazon Silk","tablet",2012-12-18,94,2,5
"Amazon Silk","tablet",2012-12-21,80,1,1
"Amazon Silk","tablet",2012-12-22,273,2,4
"Amazon Silk","tablet",2012-12-29,355,7,19
"Amazon Silk","tablet",2012-12-30,48,3,0
"Amazon Silk","tablet",2012-12-31,141,1,4
"Amazon Silk","tablet",2013-01-01,90,3,5
"Amazon Silk","tablet",2013-01-02,255,4,5
"Amazon Silk","tablet",2013-01-04,122,7,11
"Amazon Silk","tablet",2013-01-09,138,2,1
"Amazon Silk","tablet",2013-01-11,57,2,1
"Amazon Silk","tablet",2013-01-12,89,2,2
"Amazon Silk","tablet",2013-01-14,181,10,16
"Amazon Silk","tablet",2013-01-16,35,1,1
"Amazon Silk","tablet",2013-01-17,91,0,0
"Amazon Silk","tablet",2013-01-18,101,0,0
"Amazon Silk","tablet",2013-01-19,86,0,3
"Amazon Silk","tablet",2013-01-20,90,0,0
"Amazon Silk","tablet",2013-01-21,139,5,6
"Amazon Silk","tablet",2013-01-22,281,3,5
"Amazon Silk","tablet",2013-01-23,75,0,0
"Amazon Silk","tablet",2013-01-24,34,1,1
"Amazon Silk","tablet",2013-01-26,33,0,0
"Amazon Silk","tablet",2013-01-27,99,0,0
"Amazon Silk","tablet",2013-01-29,257,2,5
"Amazon Silk","tablet",2013-01-31,241,3,2
"Amazon Silk","tablet",2013-02-02,51,1,4
"Amazon Silk","tablet",2013-02-08,144,1,3
"Amazon Silk","tablet",2013-02-09,69,0,1
"Amazon Silk","tablet",2013-02-10,111,1,3
"Amazon Silk","tablet",2013-02-13,65,0,0
"Amazon Silk","tablet",2013-02-15,88,0,0
"Amazon Silk","tablet",2013-02-18,47,0,2
"Amazon Silk","tablet",2013-02-19,203,1,5
"Amazon Silk","tablet",2013-02-21,181,2,6
"Amazon Silk","tablet",2013-02-24,83,3,2
"Amazon Silk","tablet",2013-02-27,139,2,3
"Amazon Silk","tablet",2013-03-02,182,7,5
"Amazon Silk","tablet",2013-03-03,362,4,5
"Amazon Silk","tablet",2013-03-07,47,2,0
"Amazon Silk","tablet",2013-03-08,93,0,0
"Amazon Silk","tablet",2013-03-09,42,0,0
"Amazon Silk","tablet",2013-03-12,120,1,0
"Amazon Silk","tablet",2013-03-14,132,0,0
"Amazon Silk","tablet",2013-03-15,225,4,5
"Amazon Silk","tablet",2013-03-16,97,2,11
"Amazon Silk","tablet",2013-03-20,69,0,0
"Amazon Silk","tablet",2013-03-21,129,0,0
"Amazon Silk","tablet",2013-03-23,91,3,1
"Amazon Silk","tablet",2013-03-25,109,3,4
"Amazon Silk","tablet",2013-03-26,117,0,0
"Amazon Silk","tablet",2013-03-27,58,0,3
"Amazon Silk","tablet",2013-03-28,50,2,2
"Amazon Silk","tablet",2013-03-29,103,3,4
"Amazon Silk","tablet",2013-03-30,79,4,4
"Amazon Silk","tablet",2013-03-31,69,1,0
"Amazon Silk","tablet",2013-04-02,310,11,20
"Amazon Silk","tablet",2013-04-03,164,4,6
"Amazon Silk","tablet",2013-04-05,308,4,3
"Amazon Silk","tablet",2013-04-06,137,0,0
"Amazon Silk","tablet",2013-04-07,176,0,0
"Amazon Silk","tablet",2013-04-08,788,5,21
"Amazon Silk","tablet",2013-04-09,292,3,9
"Amazon Silk","tablet",2013-04-11,272,2,2
"Amazon Silk","tablet",2013-04-12,305,0,0
"Amazon Silk","tablet",2013-04-13,112,0,0
"Amazon Silk","tablet",2013-04-15,149,2,8
"Amazon Silk","tablet",2013-04-16,86,0,0
"Amazon Silk","tablet",2013-04-17,237,3,5
"Amazon Silk","tablet",2013-04-19,119,0,0
"Amazon Silk","tablet",2013-04-20,84,1,3
"Amazon Silk","tablet",2013-04-21,240,1,0
"Amazon Silk","tablet",2013-04-22,178,1,1
"Amazon Silk","tablet",2013-04-25,275,3,5
"Amazon Silk","tablet",2013-04-26,80,0,0
"Amazon Silk","tablet",2013-04-30,84,1,1
"Amazon Silk","tablet",2013-05-01,71,0,0
"Amazon Silk","tablet",2013-05-03,126,9,14
"Amazon Silk","tablet",2013-05-04,79,0,0
"Amazon Silk","tablet",2013-05-05,55,2,5
"Amazon Silk","tablet",2013-05-06,65,0,0
"Amazon Silk","tablet",2013-05-07,298,10,10
"Amazon Silk","tablet",2013-05-08,34,0,0
"Amazon Silk","tablet",2013-05-09,116,4,4
"Amazon Silk","tablet",2013-05-11,52,3,1
"Amazon Silk","tablet",2013-05-12,157,0,2
"Amazon Silk","tablet",2013-05-13,323,9,15
"Amazon Silk","tablet",2013-05-15,209,6,10
"Amazon Silk","tablet",2013-05-16,259,3,1
"Amazon Silk","tablet",2013-05-17,91,0,0
"Amazon Silk","tablet",2013-05-18,200,3,0
"Amazon Silk","tablet",2013-05-19,374,1,1
"Amazon Silk","tablet",2013-05-20,82,3,5
"Amazon Silk","tablet",2013-05-21,189,1,0
"Amazon Silk","tablet",2013-05-22,99,2,0
"Amazon Silk","tablet",2013-05-24,39,0,0
"Amazon Silk","tablet",2013-05-25,788,13,27
"Amazon Silk","tablet",2013-05-26,713,8,15
"Amazon Silk","tablet",2013-05-27,289,0,1
"Amazon Silk","tablet",2013-05-29,383,2,0
"Amazon Silk","tablet",2013-05-30,49,0,1
"Amazon Silk","tablet",2013-05-31,307,4,2
"Amazon Silk","tablet",2013-06-01,144,0,3
"Amazon Silk","tablet",2013-06-02,409,4,5
"Amazon Silk","tablet",2013-06-03,331,0,1
"Amazon Silk","tablet",2013-06-05,50,0,0
"Amazon Silk","tablet",2013-06-06,148,0,0
"Amazon Silk","tablet",2013-06-07,320,9,5
"Amazon Silk","tablet",2013-06-08,377,5,6
"Amazon Silk","tablet",2013-06-09,306,3,13
"Amazon Silk","tablet",2013-06-10,446,7,17
"Amazon Silk","tablet",2013-06-11,139,0,0
"Amazon Silk","tablet",2013-06-12,109,2,4
"Amazon Silk","tablet",2013-06-13,115,4,1
"Amazon Silk","tablet",2013-06-14,87,3,6
"Amazon Silk","tablet",2013-06-15,109,0,0
"Amazon Silk","tablet",2013-06-16,236,3,2
"Amazon Silk","tablet",2013-06-18,278,4,4
"Amazon Silk","tablet",2013-06-19,123,3,1
"Amazon Silk","tablet",2013-06-20,539,4,15
"Amazon Silk","tablet",2013-06-21,194,5,9
"Amazon Silk","tablet",2013-06-22,181,4,12
"Amazon Silk","tablet",2013-06-23,183,5,9
"Amazon Silk","tablet",2013-06-24,236,1,2
"Amazon Silk","tablet",2013-06-25,128,0,4
"Amazon Silk","tablet",2013-06-29,156,2,0
"Amazon Silk","tablet",2013-06-30,58,7,3
"Amazon Silk","tablet",2013-07-01,235,4,5
"Amazon.com","mobile",2012-09-15,0,0,0
"Amazon.com","mobile",2013-03-02,0,0,0
"Android Browser","mobile",2012-07-02,21,0,0
"Android Browser","mobile",2012-07-04,5,0,0
"Android Browser","mobile",2012-07-08,37,0,0
"Android Browser","mobile",2012-07-11,1,0,0
"Android Browser","mobile",2012-07-13,0,0,0
"Android Browser","mobile",2012-07-14,1,0,0
"Android Browser","mobile",2012-07-15,65,0,0
"Android Browser","mobile",2012-07-16,40,0,0
"Android Browser","mobile",2012-07-17,1,0,0
"Android Browser","mobile",2012-07-19,6,0,0
"Android Browser","mobile",2012-07-21,6,0,0
"Android Browser","mobile",2012-07-23,2,0,0
"Android Browser","mobile",2012-07-26,8,0,0
"Android Browser","mobile",2012-07-28,5,0,0
"Android Browser","mobile",2012-07-29,1,0,0
"Android Browser","mobile",2012-07-30,43,0,0
"Android Browser","mobile",2012-08-01,6,0,0
"Android Browser","mobile",2012-08-03,1,0,0
"Android Browser","mobile",2012-08-06,12,0,0
"Android Browser","mobile",2012-08-08,5,0,0
"Android Browser","mobile",2012-08-09,37,0,0
"Android Browser","mobile",2012-08-10,4,0,0
"Android Browser","mobile",2012-08-11,4,0,0
"Android Browser","mobile",2012-08-14,8,0,0
"Android Browser","mobile",2012-08-15,1,0,0
"Android Browser","mobile",2012-08-19,77,0,0
"Android Browser","mobile",2012-08-24,5,0,0
"Android Browser","mobile",2012-08-26,37,0,0
"Android Browser","mobile",2012-08-27,24,0,0
"Android Browser","mobile",2012-09-01,12,0,0
"Android Browser","mobile",2012-09-02,42,0,0
"Android Browser","mobile",2012-09-03,41,0,0
"Android Browser","mobile",2012-09-04,7,0,0
"Android Browser","mobile",2012-09-05,5,0,0
"Android Browser","mobile",2012-09-06,5,0,0
"Android Browser","mobile",2012-09-08,17,0,0
"Android Browser","mobile",2012-09-09,28,0,0
"Android Browser","mobile",2012-09-10,2,0,0
"Android Browser","mobile",2012-09-11,1,0,0
"Android Browser","mobile",2012-09-13,6,0,0
"Android Browser","mobile",2012-09-16,23,0,0
"Android Browser","mobile",2012-09-17,38,0,0
"Android Browser","mobile",2012-09-28,11,0,0
"Android Browser","mobile",2012-10-01,5,0,0
"Android Browser","mobile",2012-10-02,9,0,0
"Android Browser","mobile",2012-10-03,4,0,0
"Android Browser","mobile",2012-10-08,9,0,0
"Android Browser","mobile",2012-10-09,5,0,0
"Android Browser","mobile",2012-10-10,15,0,0
"Android Browser","mobile",2012-10-13,37,0,0
"Android Browser","mobile",2012-10-15,10,0,0
"Android Browser","mobile",2012-10-18,17,0,0
"Android Browser","mobile",2012-10-19,5,0,0
"Android Browser","mobile",2012-10-22,33,0,0
"Android Browser","mobile",2012-10-26,5,0,0
"Android Browser","mobile",2012-10-28,3,0,0
"Android Browser","mobile",2012-10-29,1,0,0
"Android Browser","mobile",2012-10-30,0,0,0
"Android Browser","mobile",2012-10-31,2,0,0
"Android Browser","mobile",2012-11-03,9,0,0
"Android Browser","mobile",2012-11-04,0,0,0
"Android Browser","mobile",2012-11-06,2,0,0
"Android Browser","mobile",2012-11-07,1,0,0
"Android Browser","mobile",2012-11-08,2,0,0
"Android Browser","mobile",2012-11-09,6,0,0
"Android Browser","mobile",2012-11-11,1,0,0
"Android Browser","mobile",2012-11-12,4,0,0
"Android Browser","mobile",2012-11-13,45,0,0
"Android Browser","mobile",2012-11-14,7,0,0
"Android Browser","mobile",2012-11-15,13,0,0
"Android Browser","mobile",2012-11-16,3,0,0
"Android Browser","mobile",2012-11-17,30,0,0
"Android Browser","mobile",2012-11-18,4,0,0
"Android Browser","mobile",2012-11-20,5,0,0
"Android Browser","mobile",2012-11-22,24,0,0
"Android Browser","mobile",2012-11-23,8,0,0
"Android Browser","mobile",2012-11-25,3,0,0
"Android Browser","mobile",2012-11-27,40,0,0
"Android Browser","mobile",2012-11-28,12,0,0
"Android Browser","mobile",2012-11-29,6,0,0
"Android Browser","mobile",2012-12-02,6,0,0
"Android Browser","mobile",2012-12-03,10,0,0
"Android Browser","mobile",2012-12-04,1,0,0
"Android Browser","mobile",2012-12-07,2,0,0
"Android Browser","mobile",2012-12-08,8,0,0
"Android Browser","mobile",2012-12-10,6,0,0
"Android Browser","mobile",2012-12-13,1,0,0
"Android Browser","mobile",2012-12-14,2,0,0
"Android Browser","mobile",2012-12-15,11,0,0
